person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies,severe_default_history,vulnerable_borrower,est_monthly_payment,monthly_payment_to_income,stability_index,loan_grade_encoded,cb_person_default_on_file_encoded
23.0,115000,RENT,2.0,EDUCATION,35000,7.9,0,0.3,4,Male,Single,High School,USA,California,San Francisco,Self-employed,36,0.3043478260869565,23157.14946119038,0.5057143431407859,5,0.1952505065153492,0,0,1,1049.0277777777778,0.10946376811594202,8.0,1,0
23.0,500000,MORTGAGE,7.0,DEBTCONSOLIDATION,30000,10.65,0,0.06,3,Female,Married,Bachelor,USA,Texas,Dallas,Full-time,12,0.06,83241.02509954454,0.226482050199089,9,0.080297671455903,1,1,0,2766.25,0.06639,21.0,2,0
23.0,120000,RENT,0.0,EDUCATION,35000,7.9,0,0.29,4,Male,Divorced,High School,USA,New York,New York City,Full-time,60,0.2916666666666667,14264.43764338812,0.4105369803615676,10,0.3623553359277756,0,0,1,629.4166666666666,0.06294166666666666,0.0,1,0
23.0,92111,RENT,7.0,MEDICAL,35000,20.25,1,0.32,4,Female,Married,Bachelor,Canada,Ontario,Ottawa,Full-time,36,0.3799763329026935,21845.17042190759,0.617137697147003,8,0.3012899522804002,0,0,1,1169.0972222222224,0.152307180105163,28.0,6,0
23.0,113000,RENT,8.0,DEBTCONSOLIDATION,35000,18.25,1,0.31,4,Male,Married,Bachelor,USA,California,Los Angeles,Full-time,36,0.3097345132743362,5971.362008889456,0.3625784248574288,11,0.8804390390660709,1,1,0,1149.652777777778,0.12208702064896759,32.0,4,0
24.0,10800,MORTGAGE,8.0,EDUCATION,1750,10.99,1,0.16,2,Male,Single,High School,UK,Wales,Swansea,Unemployed,12,0.162037037037037,1517.058751146031,0.3025054399209287,10,0.5421641385200198,0,0,0,161.86041666666668,0.1798449074074074,16.0,2,0
25.0,162500,RENT,2.0,VENTURE,35000,7.49,0,0.22,4,Male,Divorced,Bachelor,Canada,BC,Victoria,Self-employed,24,0.2153846153846154,17757.11799752072,0.3246591876770506,10,0.860019111384049,2,1,0,1567.5625,0.11575846153846155,8.0,1,0
25.0,137000,RENT,9.0,PERSONAL,34800,16.77,0,0.25,2,Female,Single,Bachelor,Canada,BC,Vancouver,Full-time,60,0.2540145985401459,18184.53911989021,0.3867484607291257,13,0.5987117464458184,0,1,0,677.266,0.05932256934306569,18.0,5,1
22.0,65000,RENT,4.0,EDUCATION,34000,17.58,1,0.52,4,Male,Single,Bachelor,UK,Scotland,Edinburgh,Full-time,60,0.5230769230769231,13008.72815299168,0.7232112023537182,14,0.6885465952638489,1,1,1,666.2866666666666,0.12300676923076921,16.0,4,0
24.0,10980,OWN,0.0,PERSONAL,1500,7.29,0,0.14,3,Female,Married,Bachelor,Canada,Ontario,Ottawa,Full-time,36,0.1366120218579235,2916.7018068647,0.4022497091862203,8,0.226736175549487,0,0,0,44.704166666666666,0.04885701275045537,0.0,1,0
22.0,80000,RENT,3.0,PERSONAL,33950,14.54,1,0.42,4,Female,Married,Bachelor,USA,Texas,Houston,Unemployed,36,0.424375,12357.3573090364,0.578841966362955,9,0.1626193295152604,1,1,1,1080.1758333333335,0.162026375,12.0,4,1
24.0,67746,RENT,8.0,HOMEIMPROVEMENT,33000,12.68,1,0.49,3,Male,Single,High School,Canada,Ontario,Toronto,Self-employed,60,0.4871136303250376,10275.66866927372,0.6387929718252549,4,0.1604130615956353,0,0,1,619.74,0.10977592773005049,24.0,3,0
21.0,11000,MORTGAGE,3.0,VENTURE,4575,17.74,1,0.42,3,Female,Single,Bachelor,Canada,Ontario,Toronto,Full-time,36,0.4159090909090909,2129.216929725541,0.6094742663386855,14,0.8146596455893729,0,1,0,149.62791666666666,0.16323045454545454,9.0,5,1
23.0,11000,OWN,0.0,PERSONAL,1400,9.32,0,0.13,3,Female,Single,High School,USA,California,San Francisco,Full-time,36,0.1272727272727272,1089.418699357973,0.2263107908507248,9,0.8036785195849488,1,1,0,42.513333333333335,0.046378181818181825,0.0,1,0
24.0,65000,RENT,6.0,HOMEIMPROVEMENT,32500,9.99,1,0.5,3,Female,Single,High School,UK,Scotland,Edinburgh,Full-time,24,0.5,6983.784375389229,0.6074428365444497,14,0.9469747494821268,0,0,1,1489.4479166666667,0.274975,18.0,2,0
21.0,11389,OTHER,5.0,EDUCATION,4000,12.84,1,0.35,2,Male,Widowed,High School,UK,Wales,Swansea,Part-time,24,0.3512160856967249,1945.330054873518,0.522023887511943,5,0.7516126769098473,0,1,0,188.0666666666667,0.19815611555009222,10.0,3,1
21.0,11520,OWN,5.0,MEDICAL,2000,11.12,1,0.17,3,Male,Single,Master,USA,California,Los Angeles,Part-time,36,0.1736111111111111,1827.634737613389,0.3322599598622733,4,0.3261426475005607,0,0,0,61.733333333333334,0.06430555555555556,15.0,2,0
25.0,120000,RENT,2.0,VENTURE,32000,6.62,0,0.27,2,Male,Married,High School,UK,England,Manchester,Part-time,60,0.2666666666666666,11274.35787671161,0.3606196489725968,1,0.6323590697059401,0,0,0,568.64,0.056864,4.0,1,0
26.0,95000,RENT,7.0,HOMEIMPROVEMENT,31050,14.17,1,0.33,3,Male,Single,Bachelor,UK,Scotland,Glasgow,Full-time,24,0.3268421052631579,11548.38464353857,0.4484040488793533,3,0.7290549038518578,1,1,1,1477.074375,0.18657781578947366,21.0,3,1
25.0,306000,RENT,2.0,DEBTCONSOLIDATION,24250,13.85,0,0.08,3,Female,Single,High School,UK,England,London,Part-time,36,0.0792483660130718,80018.58415223043,0.3407470070334327,9,0.7006330054489065,0,0,0,766.90625,0.030074754901960786,6.0,3,0
26.0,300000,MORTGAGE,10.0,MEDICAL,7800,13.49,0,0.03,4,Male,Married,High School,UK,Scotland,Glasgow,Self-employed,36,0.026,57353.14643830458,0.2171771547943486,9,0.7934822701411939,0,0,0,245.89499999999998,0.009835799999999999,40.0,3,0
21.0,12000,OWN,5.0,EDUCATION,2500,7.51,1,0.21,4,Female,Single,High School,USA,New York,Buffalo,Full-time,60,0.2083333333333333,957.7560358027528,0.288146336316896,11,0.6761238972982021,1,1,0,44.795833333333334,0.04479583333333333,20.0,1,0
22.0,48000,RENT,1.0,EDUCATION,30000,18.39,1,0.63,2,Male,Single,Bachelor,Canada,Quebec,Montreal,Self-employed,60,0.625,13531.14491633967,0.9068988524237432,7,0.0860434595756154,1,1,1,591.95,0.14798750000000002,2.0,5,0
24.0,64000,RENT,8.0,DEBTCONSOLIDATION,30000,14.54,1,0.47,3,Female,Divorced,High School,Canada,Ontario,Ottawa,Part-time,60,0.46875,18066.1951193459,0.7510342987397796,1,0.7567895377896292,1,1,1,572.7,0.10738125000000001,24.0,4,1
25.0,75000,RENT,4.0,HOMEIMPROVEMENT,30000,16.89,1,0.4,4,Female,Single,High School,USA,Texas,Dallas,Unemployed,36,0.4,12013.34339675576,0.5601779119567434,4,0.8186212631467,1,1,1,974.0833333333334,0.15585333333333334,16.0,4,1
23.0,71500,RENT,3.0,DEBTCONSOLIDATION,30000,15.31,1,0.42,4,Male,Married,High School,USA,New York,Buffalo,Self-employed,60,0.4195804195804196,10969.32042449119,0.5729974884544222,3,0.6332119858473515,1,1,1,576.55,0.09676363636363636,12.0,4,0
26.0,62050,RENT,6.0,MEDICAL,30000,17.99,1,0.41,2,Female,Single,Bachelor,Canada,Quebec,Montreal,Full-time,36,0.48348106365834,14168.08855655508,0.7118144811693002,10,0.7371392371516857,0,0,1,983.25,0.19015310233682514,12.0,5,0
24.0,12000,OWN,4.0,VENTURE,2500,12.69,1,0.21,3,Male,Married,Bachelor,Canada,Ontario,Ottawa,Part-time,36,0.2083333333333333,3439.120914381777,0.4949267428651481,15,0.4728106189031163,1,1,0,78.25694444444444,0.07825694444444445,12.0,2,0
26.0,300000,MORTGAGE,10.0,VENTURE,20000,7.88,0,0.07,4,Female,Single,High School,USA,California,San Francisco,Full-time,24,0.0666666666666666,76506.53568786141,0.3216884522928713,8,0.898014794914579,1,1,0,899.0,0.03596,40.0,1,0
23.0,300000,OWN,1.0,EDUCATION,24250,19.41,0,0.08,2,Female,Single,Master,USA,California,Los Angeles,Part-time,12,0.0808333333333333,30304.0053870736,0.1818466846235786,3,0.567247432000761,0,1,0,2413.077083333333,0.09652308333333333,2.0,6,1
26.0,300000,OWN,9.0,HOMEIMPROVEMENT,10000,10.38,0,0.03,4,Male,Married,Master,USA,California,San Francisco,Full-time,60,0.0333333333333333,82483.87641530957,0.3082795880510319,10,0.1263889069489235,1,1,0,183.9666666666667,0.007358666666666668,36.0,2,0
26.0,300000,MORTGAGE,0.0,EDUCATION,25000,15.33,0,0.08,3,Female,Single,Bachelor,USA,Texas,Dallas,Full-time,24,0.0833333333333333,80410.30679522056,0.3513676893174018,14,0.3583151303803229,0,0,0,1201.3541666666667,0.04805416666666667,0.0,4,0
25.0,300000,MORTGAGE,9.0,HOMEIMPROVEMENT,18000,16.45,0,0.06,3,Male,Single,Bachelor,UK,Wales,Cardiff,Self-employed,12,0.06,56336.23986506725,0.2477874662168908,8,0.9258180160178736,1,1,0,1746.7499999999998,0.06986999999999999,27.0,5,0
26.0,80690,RENT,8.0,PERSONAL,30000,7.49,1,0.37,3,Male,Divorced,High School,UK,Scotland,Glasgow,Full-time,36,0.3717932829346883,21629.75523243489,0.639853206499379,12,0.8179190956791063,1,1,1,895.75,0.1332135332754988,24.0,1,0
22.0,66300,RENT,4.0,MEDICAL,30000,12.69,1,0.38,3,Female,Married,High School,USA,New York,New York City,Full-time,36,0.4524886877828054,15791.82222826089,0.690676051708309,12,0.1162207865563327,0,0,1,939.0833333333334,0.16996983408748115,12.0,2,0
26.0,89028,RENT,0.0,DEBTCONSOLIDATION,30000,6.62,1,0.34,3,Male,Single,High School,UK,England,Manchester,Part-time,36,0.3369726378218088,16421.42317619619,0.5214249806375094,2,0.8539456593498851,0,0,1,888.5,0.11976007548187087,0.0,1,0
24.0,78000,RENT,4.0,DEBTCONSOLIDATION,30000,15.31,1,0.38,4,Female,Single,Master,USA,Texas,Houston,Full-time,24,0.3846153846153846,12106.04903899422,0.5398211415255669,7,0.5234376585953892,0,1,1,1441.375,0.22175,16.0,4,1
23.0,78000,RENT,7.0,DEBTCONSOLIDATION,30000,18.62,1,0.38,3,Male,Married,High School,UK,Scotland,Edinburgh,Full-time,24,0.3846153846153846,9921.279468457977,0.5118112752366406,7,0.4783919752798909,0,1,1,1482.75,0.2281153846153846,21.0,6,1
23.0,92004,RENT,6.0,PERSONAL,30000,15.23,1,0.33,3,Female,Married,Bachelor,USA,Texas,Houston,Full-time,12,0.3260727794443719,19401.20152570798,0.5369462363126384,5,0.4228617283997513,1,1,1,2880.75,0.37573366375374984,18.0,3,1
23.0,97000,RENT,7.0,VENTURE,30000,10.65,1,0.31,2,Female,Widowed,Bachelor,Canada,Quebec,Quebec City,Full-time,24,0.3092783505154639,7328.235301890285,0.3848271680607246,9,0.5060185554023945,1,1,0,1383.125,0.1711082474226804,14.0,2,0
25.0,120000,RENT,9.0,EDUCATION,30000,7.9,0,0.25,4,Female,Divorced,High School,Canada,Quebec,Montreal,Full-time,36,0.25,15007.29465279855,0.3750607887733212,11,0.8901055979430409,0,0,0,899.1666666666666,0.08991666666666666,36.0,1,0
26.0,280000,RENT,4.0,PERSONAL,10000,15.96,0,0.04,3,Male,Married,High School,Canada,Ontario,Ottawa,Full-time,36,0.0357142857142857,41379.21436384378,0.1834971941565849,2,0.7759269034368733,1,1,0,322.1111111111111,0.013804761904761905,12.0,3,1
26.0,277104,RENT,0.0,VENTURE,20000,11.48,0,0.07,3,Male,Single,High School,UK,Wales,Swansea,Full-time,60,0.0721750678445637,77101.2517072836,0.3504144714882629,7,0.1056075859428544,0,0,0,371.6,0.01609215312662394,0.0,2,0
23.0,277000,OWN,3.0,PERSONAL,35000,7.49,0,0.13,4,Male,Single,Bachelor,USA,New York,New York City,Full-time,36,0.1263537906137184,73129.33064223344,0.390358594376294,4,0.4543164380752383,0,0,0,1045.0416666666667,0.04527256317689531,12.0,1,0
25.0,128000,RENT,9.0,PERSONAL,30000,7.29,0,0.23,4,Male,Single,PhD,USA,California,Los Angeles,Part-time,36,0.234375,21438.41717915149,0.401862634212121,10,0.4937972505882463,0,0,1,894.0833333333334,0.08382031250000001,36.0,1,0
24.0,12000,OWN,2.0,VENTURE,1750,16.82,0,0.15,3,Male,Single,Bachelor,USA,New York,Buffalo,Self-employed,36,0.1458333333333333,2467.213395726133,0.3514344496438444,1,0.6470439190256573,1,1,0,56.7875,0.056787500000000005,6.0,5,1
21.0,131000,RENT,0.0,VENTURE,30000,5.99,0,0.23,4,Male,Divorced,High School,Canada,BC,Vancouver,Full-time,12,0.2290076335877862,34431.39021782759,0.4918426734185312,7,0.5057181660869797,1,1,1,2649.7500000000005,0.2427251908396947,0.0,1,0
22.0,275000,OWN,6.0,VENTURE,12000,11.58,0,0.04,2,Female,Married,Bachelor,USA,California,Los Angeles,Full-time,36,0.0436363636363636,76162.28593086316,0.3205901306576842,2,0.8210003489010801,0,0,0,371.9333333333333,0.01622981818181818,12.0,2,0
26.0,263000,MORTGAGE,0.0,EDUCATION,10000,10.99,1,0.04,4,Female,Single,Bachelor,UK,England,London,Full-time,60,0.0380228136882129,63598.54871046478,0.2798423905340866,13,0.944370005804322,0,0,0,184.98333333333338,0.008440304182509507,0.0,2,0
25.0,221850,MORTGAGE,9.0,MEDICAL,25000,15.7,1,0.1,2,Male,Married,Bachelor,UK,England,London,Full-time,60,0.1126887536623845,57661.70226300666,0.3726017681451731,9,0.7936832654605138,1,1,0,482.0833333333333,0.02607617759747577,18.0,4,0
22.0,70000,RENT,6.0,EDUCATION,29100,15.99,1,0.42,3,Male,Divorced,High School,Canada,Ontario,Ottawa,Full-time,36,0.4157142857142857,16840.45190050072,0.6562921700071531,12,0.628787446862761,0,0,1,937.5858333333332,0.16072899999999998,18.0,4,0
22.0,12000,MORTGAGE,7.0,EDUCATION,1500,14.84,0,0.13,3,Female,Married,High School,Canada,Ontario,Ottawa,Full-time,12,0.125,2503.484412451558,0.3336237010376298,12,0.866312021260398,0,1,0,143.55,0.14355,21.0,4,1
26.0,260000,OWN,10.0,HOMEIMPROVEMENT,28000,10.99,0,0.11,3,Female,Single,Bachelor,UK,Wales,Cardiff,Full-time,36,0.1076923076923077,61419.98455935125,0.3439230175359663,15,0.4245188941405686,0,0,0,863.2555555555557,0.03984256410256411,30.0,2,0
25.0,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,20000,14.42,0,0.08,2,Female,Divorced,Master,USA,California,San Francisco,Full-time,24,0.0772200772200772,31530.27496652396,0.1989585906043396,8,0.2691099118409223,1,1,0,953.5000000000001,0.04417760617760619,18.0,4,1
24.0,255000,MORTGAGE,9.0,EDUCATION,9600,6.99,0,0.04,2,Female,Married,High School,Canada,BC,Vancouver,Self-employed,36,0.0376470588235294,25386.74765404986,0.1372029319766661,9,0.5245497624940874,1,1,0,285.3066666666667,0.013426196078431372,18.0,1,0
25.0,250000,RENT,2.0,MEDICAL,25000,13.49,0,0.1,4,Female,Single,High School,UK,Wales,Swansea,Full-time,36,0.1,62425.33876580601,0.349701355063224,8,0.3450134929696091,0,0,0,788.125,0.03783,8.0,3,0
25.0,12000,OWN,0.0,MEDICAL,3000,13.48,1,0.25,3,Male,Single,High School,UK,England,London,Full-time,60,0.25,3485.808033398093,0.5404840027831744,9,0.8385487475571289,0,0,0,56.74,0.05674,0.0,3,0
22.0,56950,RENT,6.0,MEDICAL,28000,7.49,1,0.49,2,Female,Widowed,High School,USA,California,Los Angeles,Full-time,36,0.4916593503072871,6052.191471228248,0.5979313691172651,9,0.1913760104513444,0,0,1,836.0333333333333,0.17616154521510097,12.0,1,0
21.0,12000,OWN,6.0,EDUCATION,3000,13.61,1,0.25,3,Male,Married,High School,UK,Scotland,Glasgow,Full-time,24,0.25,2298.199365874469,0.4415166138228724,11,0.1773709325925024,0,1,0,142.0125,0.14201249999999999,18.0,3,1
23.0,65000,RENT,2.0,EDUCATION,28000,7.9,1,0.43,2,Female,Married,High School,Canada,BC,Vancouver,Full-time,60,0.4307692307692308,10103.29958375547,0.5862046089808534,7,0.2471470824409104,0,0,1,503.53333333333336,0.09296,4.0,1,0
26.0,85000,RENT,2.0,VENTURE,28000,7.49,1,0.33,3,Female,Single,High School,USA,New York,New York City,Part-time,36,0.3294117647058823,13066.02839972178,0.4831297458790798,7,0.1613276043808939,1,1,1,836.0333333333333,0.11802823529411764,6.0,1,0
26.0,12000,OWN,2.0,EDUCATION,6100,7.51,1,0.51,3,Female,Single,High School,Canada,Quebec,Quebec City,Full-time,24,0.5083333333333333,3205.238525104249,0.7754365437586874,12,0.64408970475997,1,1,0,273.2545833333333,0.2732545833333333,6.0,1,0
22.0,88000,RENT,6.0,VENTURE,28000,9.91,1,0.32,3,Male,Single,High School,Canada,Ontario,Toronto,Part-time,36,0.3181818181818182,25698.42088208565,0.6102093282055187,13,0.6764352678578393,0,0,1,854.8555555555555,0.11657121212121212,18.0,2,0
21.0,12000,OWN,0.0,PERSONAL,4200,13.48,1,0.35,4,Female,Widowed,Bachelor,USA,Texas,Houston,Part-time,36,0.35,871.4907127898085,0.4226242260658174,9,0.2609152357207834,0,1,0,132.39333333333332,0.1323933333333333,0.0,3,1
22.0,12000,OWN,6.0,DEBTCONSOLIDATION,4750,7.14,1,0.4,2,Female,Single,PhD,UK,England,Manchester,Full-time,24,0.3958333333333333,2949.986911158598,0.6416655759298832,5,0.2960264283148935,1,1,0,212.04791666666665,0.21204791666666664,12.0,1,0
24.0,83004,RENT,0.0,VENTURE,28000,15.99,1,0.34,4,Female,Single,High School,UK,Wales,Swansea,Self-employed,36,0.3373331405715387,8806.578367694567,0.4434313812309595,9,0.7302734623971533,1,1,1,902.1444444444444,0.13042423658297592,0.0,4,1
24.0,250000,RENT,2.0,EDUCATION,18000,12.98,0,0.07,3,Female,Married,Bachelor,USA,California,San Francisco,Unemployed,12,0.072,63732.3477714375,0.32692939108575,10,0.1796535887074035,0,1,0,1694.6999999999998,0.08134559999999999,6.0,3,1
26.0,250000,RENT,4.0,VENTURE,4800,13.57,0,0.02,3,Male,Married,High School,USA,New York,New York City,Full-time,24,0.0192,38659.41351008166,0.1738376540403266,4,0.0807666465901021,0,0,0,227.14,0.01090272,12.0,3,0
25.0,100000,RENT,5.0,DEBTCONSOLIDATION,28000,12.69,0,0.28,3,Female,Single,PhD,USA,New York,New York City,Self-employed,60,0.28,24412.27049930345,0.5241227049930344,2,0.5691222592268214,1,1,1,525.8866666666667,0.06310639999999999,15.0,2,0
26.0,110000,RENT,10.0,EDUCATION,28000,8.9,0,0.25,2,Female,Single,Bachelor,UK,England,Manchester,Full-time,24,0.2545454545454545,12920.32206573312,0.3720029278703011,6,0.7026390785172123,0,0,0,1270.5,0.1386,20.0,1,0
26.0,12000,OWN,0.0,DEBTCONSOLIDATION,2700,7.49,1,0.23,4,Female,Single,High School,UK,England,London,Full-time,36,0.225,1439.148392758729,0.3449290327298941,15,0.853664449148397,0,0,0,80.6175,0.08061750000000001,0.0,1,0
22.0,108000,RENT,6.0,EDUCATION,28000,10.99,1,0.26,4,Female,Married,High School,USA,Texas,Houston,Unemployed,36,0.2592592592592592,17926.54129290209,0.4252457527120564,2,0.8074007617867144,0,0,1,863.2555555555557,0.0959172839506173,24.0,2,0
23.0,151200,RENT,7.0,DEBTCONSOLIDATION,28000,11.11,0,0.19,2,Female,Married,PhD,USA,New York,Buffalo,Self-employed,36,0.1851851851851851,27882.67861074562,0.3695944352562541,11,0.9329624300835828,2,1,0,864.1888888888889,0.06858641975308642,14.0,2,0
24.0,69000,RENT,2.0,HOMEIMPROVEMENT,27600,7.49,1,0.4,2,Female,Single,Master,USA,New York,New York City,Full-time,60,0.4,4108.318701707834,0.4595408507493889,8,0.0965457861906565,1,1,1,494.45399999999995,0.08599199999999999,4.0,1,0
21.0,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,3250,15.68,1,0.27,3,Male,Single,Master,UK,Wales,Cardiff,Full-time,24,0.2708333333333333,2049.713817808596,0.4416428181507163,6,0.2654351196488413,0,1,0,156.65,0.15665,15.0,5,1
22.0,70000,RENT,4.0,EDUCATION,27500,13.06,1,0.39,3,Female,Single,Bachelor,Canada,Quebec,Montreal,Unemployed,60,0.3928571428571428,7489.14619566408,0.4998449456523439,11,0.1886409341956653,0,1,1,518.1916666666667,0.08883285714285716,12.0,3,1
22.0,240000,OWN,6.0,PERSONAL,25000,10.99,0,0.1,2,Female,Married,Bachelor,USA,New York,New York City,Unemployed,60,0.1041666666666666,48599.43535062167,0.3066643139609236,11,0.5279021525764459,0,0,0,462.45833333333337,0.02312291666666667,12.0,2,0
26.0,73200,RENT,5.0,VENTURE,27050,15.62,1,0.37,2,Female,Divorced,High School,UK,Scotland,Edinburgh,Full-time,24,0.369535519125683,7989.885746048306,0.4786869637438293,9,0.8553557290997046,1,1,1,1303.1337500000002,0.2136284836065574,10.0,4,1
24.0,83000,RENT,5.0,PERSONAL,27000,13.49,1,0.33,2,Female,Married,High School,Canada,Quebec,Quebec City,Full-time,36,0.3253012048192771,11528.96099791938,0.4642043493725227,13,0.2207607407212636,0,1,1,851.175,0.12306144578313252,10.0,3,1
24.0,73399,RENT,0.0,VENTURE,27000,15.31,1,0.37,3,Female,Single,High School,UK,Scotland,Glasgow,Full-time,36,0.3678524230575348,18180.56447530995,0.6155474117537016,1,0.6938220798416498,0,0,1,864.825,0.14139020967588115,0.0,4,0
23.0,62500,RENT,7.0,MEDICAL,26000,11.71,1,0.42,2,Male,Married,High School,USA,Texas,Houston,Self-employed,60,0.416,17684.97954304622,0.6989596726887395,3,0.8411835155969659,2,1,1,484.07666666666665,0.09294272,14.0,2,0
23.0,120000,RENT,1.0,EDUCATION,25600,12.69,0,0.21,3,Male,Single,Bachelor,USA,New York,New York City,Full-time,36,0.2133333333333333,16313.43483868727,0.3492786236557272,3,0.5912176700723407,0,0,0,801.3511111111111,0.08013511111111112,3.0,2,0
24.0,12360,OWN,2.0,MEDICAL,1600,13.57,0,0.13,3,Male,Single,Bachelor,UK,England,London,Full-time,60,0.1294498381877022,923.472888432818,0.2041644731741762,10,0.6658414999239715,0,0,0,30.28533333333333,0.02940323624595469,6.0,3,0
22.0,60000,RENT,0.0,VENTURE,25475,10.99,1,0.42,3,Female,Single,High School,UK,England,Manchester,Full-time,24,0.4245833333333333,4281.544635413055,0.4959424105902176,10,0.622104950789043,1,1,1,1178.1126041666669,0.23562252083333338,0.0,2,0
25.0,234000,MORTGAGE,3.0,MEDICAL,20000,14.27,0,0.09,4,Male,Widowed,Master,Canada,Ontario,Ottawa,Full-time,60,0.0854700854700854,21441.53218617057,0.1771005648981648,6,0.2747476701741888,0,1,0,380.9,0.019533333333333333,12.0,3,1
24.0,234000,OWN,8.0,HOMEIMPROVEMENT,20000,8.88,0,0.09,4,Male,Single,PhD,Canada,Ontario,Toronto,Part-time,60,0.0854700854700854,56080.33387434638,0.3251296319416512,6,0.468948258404685,0,0,0,362.93333333333334,0.01861196581196581,32.0,2,0
26.0,234000,MORTGAGE,10.0,HOMEIMPROVEMENT,21600,12.18,0,0.09,3,Female,Widowed,Master,Canada,Ontario,Toronto,Unemployed,60,0.0923076923076923,69031.67696404536,0.3873148588207066,15,0.3326564424923993,0,0,0,403.84799999999996,0.020710153846153843,30.0,2,0
