person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,cb_person_cred_hist_length,loan_term_months,other_debt,open_accounts,past_delinquencies,loan_percent_income,loan_to_income_ratio,debt_to_income_ratio,credit_utilization_ratio,severe_default_history,vulnerable_borrower,monthly_payment_to_income,log_person_income,log_loan_amnt,log_other_debt,cb_person_default_on_file,gender,loan_grade_enc,education_level_enc,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,marital_status_Married,marital_status_Single,marital_status_Widowed,country_UK,country_USA,employment_type_Part-time,employment_type_Self-employed,employment_type_Unemployed,loan_status
22.0,70000,6.0,29100,15.99,3,36,16840.45190050072,12,0,0.42,0.4157142857142857,0.6562921700071531,0.628787446862761,0,1,0.16072899999999998,11.156264806643742,10.278527816830314,9.731598501449215,0,1,4,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1
22.0,12000,7.0,1500,14.84,3,12,2503.484412451558,12,0,0.13,0.125,0.3336237010376298,0.866312021260398,1,0,0.14355,9.392745258631441,7.313886831633462,7.825838168961797,1,0,4,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
26.0,260000,10.0,28000,10.99,3,36,61419.98455935125,15,0,0.11,0.1076923076923077,0.3439230175359663,0.4245188941405686,0,0,0.03984256410256411,12.468440756144114,10.239995502805316,11.02550682381344,0,0,2,2,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0
25.0,259000,9.0,20000,14.42,2,24,31530.27496652396,8,1,0.08,0.0772200772200772,0.1989585906043396,0.2691099118409223,1,0,0.04417760617760619,12.464587201678082,9.90353755128617,10.35873518833825,1,0,4,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
24.0,255000,9.0,9600,6.99,2,36,25386.74765404986,9,1,0.04,0.0376470588235294,0.1372029319766661,0.5245497624940874,1,0,0.013426196078431372,12.449022745701502,9.169622538697624,10.142021960801173,0,0,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
25.0,250000,2.0,25000,13.49,4,36,62425.33876580601,8,0,0.1,0.1,0.349701355063224,0.3450134929696091,0,0,0.03783,12.429220196836383,10.12667110305036,11.041742560906094,0,0,3,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0
25.0,12000,0.0,3000,13.48,3,60,3485.808033398093,9,0,0.25,0.25,0.5404840027831744,0.8385487475571289,0,0,0.05674,9.392745258631441,8.006700845440367,8.156741993080532,0,1,3,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1
22.0,56950,6.0,28000,7.49,2,36,6052.191471228248,9,0,0.49,0.4916593503072871,0.5979313691172651,0.1913760104513444,0,1,0.17616154521510097,10.949946527983677,10.239995502805316,8.708340927842778,0,0,1,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,1
21.0,12000,6.0,3000,13.61,3,24,2298.199365874469,11,0,0.25,0.25,0.4415166138228724,0.1773709325925024,1,0,0.14201249999999999,9.392745258631441,8.006700845440367,7.740316239522039,1,1,3,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1
23.0,65000,2.0,28000,7.9,2,60,10103.29958375547,7,0,0.43,0.4307692307692308,0.5862046089808534,0.2471470824409104,0,1,0.09296,11.082157933374816,10.239995502805316,9.220716313606161,0,0,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,1
26.0,85000,2.0,28000,7.49,3,36,13066.02839972178,7,1,0.33,0.3294117647058823,0.4831297458790798,0.1613276043808939,1,1,0.11802823529411764,11.350418300109132,10.239995502805316,9.477847420379437,0,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,1
26.0,12000,2.0,6100,7.51,3,24,3205.238525104249,12,1,0.51,0.5083333333333333,0.7754365437586874,0.64408970475997,1,0,0.2732545833333333,9.392745258631441,8.716207971151853,8.07285372999782,0,0,1,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1
22.0,88000,6.0,28000,9.91,3,36,25698.42088208565,13,0,0.32,0.3181818181818182,0.6102093282055187,0.6764352678578393,0,1,0.11657121212121212,11.385103457032141,10.239995502805316,10.154223736858436,0,1,2,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,1
21.0,12000,0.0,4200,13.48,4,36,871.4907127898085,9,0,0.35,0.35,0.4226242260658174,0.2609152357207834,1,0,0.1323933333333333,9.392745258631441,8.343077871169383,6.771352009652949,1,0,3,2,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,1
22.0,12000,6.0,4750,7.14,2,24,2949.986911158598,5,1,0.4,0.3958333333333333,0.6416655759298832,0.2960264283148935,1,0,0.21204791666666664,9.392745258631441,8.46611040118692,7.9898949395412355,0,0,1,4,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1
24.0,83004,0.0,28000,15.99,4,36,8806.578367694567,9,1,0.34,0.3373331405715387,0.4434313812309595,0.7302734623971533,1,1,0.13042423658297592,11.326656125928176,10.239995502805316,9.08336780801226,1,0,4,1,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,1
24.0,250000,2.0,18000,12.98,3,12,63732.3477714375,10,0,0.07,0.072,0.32692939108575,0.1796535887074035,1,0,0.08134559999999999,12.429220196836383,9.798182590890704,11.062463217470594,1,0,3,2,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,0
26.0,250000,4.0,4800,13.57,3,24,38659.41351008166,4,0,0.02,0.0192,0.1738376540403266,0.0807666465901021,0,0,0.01090272,12.429220196836383,8.476579508530941,10.56257144877552,0,1,3,1,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,0
25.0,100000,5.0,28000,12.69,3,60,24412.27049930345,2,1,0.28,0.28,0.5241227049930344,0.5691222592268214,1,1,0.06310639999999999,11.51293546492023,10.239995502805316,10.102882136358291,0,0,2,4,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0
26.0,110000,10.0,28000,8.9,2,24,12920.32206573312,6,0,0.25,0.2545454545454545,0.3720029278703011,0.7026390785172123,0,0,0.1386,11.608244735642321,10.239995502805316,9.466634099170662,0,0,1,2,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,0
26.0,12000,0.0,2700,7.49,4,36,1439.148392758729,15,0,0.23,0.225,0.3449290327298941,0.853664449148397,0,0,0.08061750000000001,9.392745258631441,7.901377353792616,7.272501437787601,0,0,1,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1
22.0,108000,6.0,28000,10.99,4,36,17926.54129290209,2,0,0.26,0.2592592592592592,0.4252457527120564,0.8074007617867144,0,1,0.0959172839506173,11.58989576532275,10.239995502805316,9.794093429081485,0,0,2,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,1
23.0,151200,7.0,28000,11.11,2,36,27882.67861074562,11,2,0.19,0.1851851851851851,0.3695944352562541,0.9329624300835828,1,0,0.06858641975308642,11.926365356462313,10.239995502805316,10.235796800601895,0,0,2,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0
24.0,69000,2.0,27600,7.49,2,60,4108.318701707834,8,1,0.4,0.4,0.4595408507493889,0.0965457861906565,1,1,0.08599199999999999,11.141876276228,10.225607282932941,8.32101252774175,0,0,1,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1
21.0,12000,5.0,3250,15.68,3,24,2049.713817808596,6,0,0.27,0.2708333333333333,0.4416428181507163,0.2654351196488413,1,0,0.15665,9.392745258631441,8.086717920303906,7.625943215332648,1,1,5,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1
22.0,70000,4.0,27500,13.06,3,60,7489.14619566408,11,0,0.39,0.3928571428571428,0.4998449456523439,0.1886409341956653,1,1,0.08883285714285716,11.156264806643742,10.221977646629885,8.921343595101026,1,0,3,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,1
22.0,240000,6.0,25000,10.99,2,60,48599.43535062167,11,0,0.1,0.1041666666666666,0.3066643139609236,0.5279021525764459,0,0,0.02312291666666667,12.388398368982115,10.12667110305036,10.791387767680186,0,0,2,2,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,0
26.0,73200,5.0,27050,15.62,2,24,7989.885746048306,9,1,0.37,0.369535519125683,0.4786869637438293,0.8553557290997046,1,1,0.2136284836065574,11.200964361058276,10.205479252168017,8.986056889443228,1,0,4,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1
24.0,83000,5.0,27000,13.49,2,36,11528.96099791938,13,0,0.33,0.3253012048192771,0.4642043493725227,0.2207607407212636,1,1,0.12306144578313252,11.326607934898927,10.203629181337648,9.352704230596444,1,0,3,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1
