client_ID,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,city_latitude,city_longitude,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies
CUST_00015,23.0,115000,RENT,2.0,EDUCATION,A,35000,7.9,0,0.3,N,4,Male,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Self-employed,36,0.3043478260869565,23157.14946119038,0.5057143431407859,5,0.1952505065153492,0
CUST_00016,23.0,500000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,30000,10.65,0,0.06,N,3,Female,Married,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Full-time,12,0.06,83241.02509954454,0.226482050199089,9,0.080297671455903,1
CUST_00017,23.0,120000,RENT,0.0,EDUCATION,A,35000,7.9,0,0.29,N,4,Male,Divorced,High School,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.2916666666666667,14264.43764338812,0.4105369803615676,10,0.3623553359277756,0
CUST_00018,23.0,92111,RENT,7.0,MEDICAL,F,35000,20.25,1,0.32,N,4,Female,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.3799763329026935,21845.17042190759,0.617137697147003,8,0.3012899522804002,0
CUST_00019,23.0,113000,RENT,8.0,DEBTCONSOLIDATION,D,35000,18.25,1,0.31,N,4,Male,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.3097345132743362,5971.362008889456,0.3625784248574288,11,0.8804390390660709,1
CUST_00020,24.0,10800,MORTGAGE,8.0,EDUCATION,B,1750,10.99,1,0.16,N,2,Male,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Unemployed,12,0.162037037037037,1517.058751146031,0.3025054399209287,10,0.5421641385200198,0
CUST_00021,25.0,162500,RENT,2.0,VENTURE,A,35000,7.49,0,0.22,N,4,Male,Divorced,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Self-employed,24,0.2153846153846154,17757.11799752072,0.3246591876770506,10,0.860019111384049,2
CUST_00022,25.0,137000,RENT,9.0,PERSONAL,E,34800,16.77,0,0.25,Y,2,Female,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,60,0.2540145985401459,18184.53911989021,0.3867484607291257,13,0.5987117464458184,0
CUST_00023,22.0,65000,RENT,4.0,EDUCATION,D,34000,17.58,1,0.52,N,4,Male,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.5230769230769231,13008.72815299168,0.7232112023537182,14,0.6885465952638489,1
CUST_00024,24.0,10980,OWN,0.0,PERSONAL,A,1500,7.29,0,0.14,N,3,Female,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.1366120218579235,2916.7018068647,0.4022497091862203,8,0.226736175549487,0
CUST_00025,22.0,80000,RENT,3.0,PERSONAL,D,33950,14.54,1,0.42,Y,4,Female,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Unemployed,36,0.424375,12357.3573090364,0.578841966362955,9,0.1626193295152604,1
CUST_00026,24.0,67746,RENT,8.0,HOMEIMPROVEMENT,C,33000,12.68,1,0.49,N,3,Male,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Self-employed,60,0.4871136303250376,10275.66866927372,0.6387929718252549,4,0.1604130615956353,0
CUST_00027,21.0,11000,MORTGAGE,3.0,VENTURE,E,4575,17.74,1,0.42,Y,3,Female,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.4159090909090909,2129.216929725541,0.6094742663386855,14,0.8146596455893729,0
CUST_00028,23.0,11000,OWN,0.0,PERSONAL,A,1400,9.32,0,0.13,N,3,Female,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.1272727272727272,1089.418699357973,0.2263107908507248,9,0.8036785195849488,1
CUST_00029,24.0,65000,RENT,6.0,HOMEIMPROVEMENT,B,32500,9.99,1,0.5,N,3,Female,Single,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,24,0.5,6983.784375389229,0.6074428365444497,14,0.9469747494821268,0
CUST_00030,21.0,11389,OTHER,5.0,EDUCATION,C,4000,12.84,1,0.35,Y,2,Male,Widowed,High School,UK,Wales,Swansea,51.6214,-3.9436,Part-time,24,0.3512160856967249,1945.330054873518,0.522023887511943,5,0.7516126769098473,0
CUST_00031,21.0,11520,OWN,5.0,MEDICAL,B,2000,11.12,1,0.17,N,3,Male,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Part-time,36,0.1736111111111111,1827.634737613389,0.3322599598622733,4,0.3261426475005607,0
CUST_00032,25.0,120000,RENT,2.0,VENTURE,A,32000,6.62,0,0.27,N,2,Male,Married,High School,UK,England,Manchester,53.4808,-2.2426,Part-time,60,0.2666666666666666,11274.35787671161,0.3606196489725968,1,0.6323590697059401,0
CUST_00033,26.0,95000,RENT,7.0,HOMEIMPROVEMENT,C,31050,14.17,1,0.33,Y,3,Male,Single,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,24,0.3268421052631579,11548.38464353857,0.4484040488793533,3,0.7290549038518578,1
CUST_00034,25.0,306000,RENT,2.0,DEBTCONSOLIDATION,C,24250,13.85,0,0.08,N,3,Female,Single,High School,UK,England,London,51.5074,-0.1278,Part-time,36,0.0792483660130718,80018.58415223043,0.3407470070334327,9,0.7006330054489065,0
CUST_00035,26.0,300000,MORTGAGE,10.0,MEDICAL,C,7800,13.49,0,0.03,N,4,Male,Married,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Self-employed,36,0.026,57353.14643830458,0.2171771547943486,9,0.7934822701411939,0
CUST_00036,21.0,12000,OWN,5.0,EDUCATION,A,2500,7.51,1,0.21,N,4,Female,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,60,0.2083333333333333,957.7560358027528,0.288146336316896,11,0.6761238972982021,1
CUST_00037,22.0,48000,RENT,1.0,EDUCATION,E,30000,18.39,1,0.63,N,2,Male,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Self-employed,60,0.625,13531.14491633967,0.9068988524237432,7,0.0860434595756154,1
CUST_00038,24.0,64000,RENT,8.0,DEBTCONSOLIDATION,D,30000,14.54,1,0.47,Y,3,Female,Divorced,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.46875,18066.1951193459,0.7510342987397796,1,0.7567895377896292,1
CUST_00039,25.0,75000,RENT,4.0,HOMEIMPROVEMENT,D,30000,16.89,1,0.4,Y,4,Female,Single,High School,USA,Texas,Dallas,32.7767,-96.797,Unemployed,36,0.4,12013.34339675576,0.5601779119567434,4,0.8186212631467,1
CUST_00040,23.0,71500,RENT,3.0,DEBTCONSOLIDATION,D,30000,15.31,1,0.42,N,4,Male,Married,High School,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,60,0.4195804195804196,10969.32042449119,0.5729974884544222,3,0.6332119858473515,1
CUST_00041,26.0,62050,RENT,6.0,MEDICAL,E,30000,17.99,1,0.41,N,2,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.48348106365834,14168.08855655508,0.7118144811693002,10,0.7371392371516857,0
CUST_00042,24.0,12000,OWN,4.0,VENTURE,B,2500,12.69,1,0.21,N,3,Male,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,36,0.2083333333333333,3439.120914381777,0.4949267428651481,15,0.4728106189031163,1
CUST_00043,26.0,300000,MORTGAGE,10.0,VENTURE,A,20000,7.88,0,0.07,N,4,Female,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,24,0.0666666666666666,76506.53568786141,0.3216884522928713,8,0.898014794914579,1
CUST_00044,23.0,300000,OWN,1.0,EDUCATION,F,24250,19.41,0,0.08,Y,2,Female,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Part-time,12,0.0808333333333333,30304.0053870736,0.1818466846235786,3,0.567247432000761,0
CUST_00045,26.0,300000,OWN,9.0,HOMEIMPROVEMENT,B,10000,10.38,0,0.03,N,4,Male,Married,Master,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.0333333333333333,82483.87641530957,0.3082795880510319,10,0.1263889069489235,1
CUST_00046,26.0,300000,MORTGAGE,0.0,EDUCATION,D,25000,15.33,0,0.08,N,3,Female,Single,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Full-time,24,0.0833333333333333,80410.30679522056,0.3513676893174018,14,0.3583151303803229,0
CUST_00047,25.0,300000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,18000,16.45,0,0.06,N,3,Male,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Self-employed,12,0.06,56336.23986506725,0.2477874662168908,8,0.9258180160178736,1
CUST_00048,26.0,80690,RENT,8.0,PERSONAL,A,30000,7.49,1,0.37,N,3,Male,Divorced,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.3717932829346883,21629.75523243489,0.639853206499379,12,0.8179190956791063,1
CUST_00049,22.0,66300,RENT,4.0,MEDICAL,B,30000,12.69,1,0.38,N,3,Female,Married,High School,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.4524886877828054,15791.82222826089,0.690676051708309,12,0.1162207865563327,0
CUST_00050,26.0,89028,RENT,0.0,DEBTCONSOLIDATION,A,30000,6.62,1,0.34,N,3,Male,Single,High School,UK,England,Manchester,53.4808,-2.2426,Part-time,36,0.3369726378218088,16421.42317619619,0.5214249806375094,2,0.8539456593498851,0
CUST_00051,24.0,78000,RENT,4.0,DEBTCONSOLIDATION,D,30000,15.31,1,0.38,Y,4,Female,Single,Master,USA,Texas,Houston,29.7604,-95.3698,Full-time,24,0.3846153846153846,12106.04903899422,0.5398211415255669,7,0.5234376585953892,0
CUST_00052,23.0,78000,RENT,7.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.38,Y,3,Male,Married,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,24,0.3846153846153846,9921.279468457977,0.5118112752366406,7,0.4783919752798909,0
CUST_00053,23.0,92004,RENT,6.0,PERSONAL,C,30000,15.23,1,0.33,Y,3,Female,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,12,0.3260727794443719,19401.20152570798,0.5369462363126384,5,0.4228617283997513,1
CUST_00054,23.0,97000,RENT,7.0,VENTURE,B,30000,10.65,1,0.31,N,2,Female,Widowed,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,24,0.3092783505154639,7328.235301890285,0.3848271680607246,9,0.5060185554023945,1
CUST_00055,25.0,120000,RENT,9.0,EDUCATION,A,30000,7.9,0,0.25,N,4,Female,Divorced,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,36,0.25,15007.29465279855,0.3750607887733212,11,0.8901055979430409,0
CUST_00056,26.0,280000,RENT,4.0,PERSONAL,C,10000,15.96,0,0.04,Y,3,Male,Married,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.0357142857142857,41379.21436384378,0.1834971941565849,2,0.7759269034368733,1
CUST_00057,26.0,277104,RENT,0.0,VENTURE,B,20000,11.48,0,0.07,N,3,Male,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,60,0.0721750678445637,77101.2517072836,0.3504144714882629,7,0.1056075859428544,0
CUST_00058,23.0,277000,OWN,3.0,PERSONAL,A,35000,7.49,0,0.13,N,4,Male,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.1263537906137184,73129.33064223344,0.390358594376294,4,0.4543164380752383,0
CUST_00059,25.0,128000,RENT,9.0,PERSONAL,A,30000,7.29,0,0.23,N,4,Male,Single,PhD,USA,California,Los Angeles,34.0522,-118.2437,Part-time,36,0.234375,21438.41717915149,0.401862634212121,10,0.4937972505882463,0
CUST_00060,24.0,12000,OWN,2.0,VENTURE,E,1750,16.82,0,0.15,Y,3,Male,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,36,0.1458333333333333,2467.213395726133,0.3514344496438444,1,0.6470439190256573,1
CUST_00061,21.0,131000,RENT,0.0,VENTURE,A,30000,5.99,0,0.23,N,4,Male,Divorced,High School,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.2290076335877862,34431.39021782759,0.4918426734185312,7,0.5057181660869797,1
CUST_00062,22.0,275000,OWN,6.0,VENTURE,B,12000,11.58,0,0.04,N,2,Female,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.0436363636363636,76162.28593086316,0.3205901306576842,2,0.8210003489010801,0
CUST_00063,26.0,263000,MORTGAGE,0.0,EDUCATION,B,10000,10.99,1,0.04,N,4,Female,Single,Bachelor,UK,England,London,51.5074,-0.1278,Full-time,60,0.0380228136882129,63598.54871046478,0.2798423905340866,13,0.944370005804322,0
CUST_00064,25.0,221850,MORTGAGE,9.0,MEDICAL,D,25000,15.7,1,0.1,N,2,Male,Married,Bachelor,UK,England,London,51.5074,-0.1278,Full-time,60,0.1126887536623845,57661.70226300666,0.3726017681451731,9,0.7936832654605138,1
CUST_00065,22.0,70000,RENT,6.0,EDUCATION,D,29100,15.99,1,0.42,N,3,Male,Divorced,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.4157142857142857,16840.45190050072,0.6562921700071531,12,0.628787446862761,0
CUST_00066,22.0,12000,MORTGAGE,7.0,EDUCATION,D,1500,14.84,0,0.13,Y,3,Female,Married,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,12,0.125,2503.484412451558,0.3336237010376298,12,0.866312021260398,0
CUST_00067,26.0,260000,OWN,10.0,HOMEIMPROVEMENT,B,28000,10.99,0,0.11,N,3,Female,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,36,0.1076923076923077,61419.98455935125,0.3439230175359663,15,0.4245188941405686,0
CUST_00068,25.0,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,20000,14.42,0,0.08,Y,2,Female,Divorced,Master,USA,California,San Francisco,37.7749,-122.4194,Full-time,24,0.0772200772200772,31530.27496652396,0.1989585906043396,8,0.2691099118409223,1
CUST_00069,24.0,255000,MORTGAGE,9.0,EDUCATION,A,9600,6.99,0,0.04,N,2,Female,Married,High School,Canada,BC,Vancouver,49.2827,-123.1207,Self-employed,36,0.0376470588235294,25386.74765404986,0.1372029319766661,9,0.5245497624940874,1
CUST_00070,25.0,250000,RENT,2.0,MEDICAL,C,25000,13.49,0,0.1,N,4,Female,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,36,0.1,62425.33876580601,0.349701355063224,8,0.3450134929696091,0
CUST_00071,25.0,12000,OWN,0.0,MEDICAL,C,3000,13.48,1,0.25,N,3,Male,Single,High School,UK,England,London,51.5074,-0.1278,Full-time,60,0.25,3485.808033398093,0.5404840027831744,9,0.8385487475571289,0
CUST_00072,22.0,56950,RENT,6.0,MEDICAL,A,28000,7.49,1,0.49,N,2,Female,Widowed,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.4916593503072871,6052.191471228248,0.5979313691172651,9,0.1913760104513444,0
CUST_00073,21.0,12000,OWN,6.0,EDUCATION,C,3000,13.61,1,0.25,Y,3,Male,Married,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,24,0.25,2298.199365874469,0.4415166138228724,11,0.1773709325925024,0
CUST_00074,23.0,65000,RENT,2.0,EDUCATION,A,28000,7.9,1,0.43,N,2,Female,Married,High School,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,60,0.4307692307692308,10103.29958375547,0.5862046089808534,7,0.2471470824409104,0
CUST_00075,26.0,85000,RENT,2.0,VENTURE,A,28000,7.49,1,0.33,N,3,Female,Single,High School,USA,New York,New York City,40.7128,-74.006,Part-time,36,0.3294117647058823,13066.02839972178,0.4831297458790798,7,0.1613276043808939,1
CUST_00076,26.0,12000,OWN,2.0,EDUCATION,A,6100,7.51,1,0.51,N,3,Female,Single,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,24,0.5083333333333333,3205.238525104249,0.7754365437586874,12,0.64408970475997,1
CUST_00077,22.0,88000,RENT,6.0,VENTURE,B,28000,9.91,1,0.32,N,3,Male,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,36,0.3181818181818182,25698.42088208565,0.6102093282055187,13,0.6764352678578393,0
CUST_00078,21.0,12000,OWN,0.0,PERSONAL,C,4200,13.48,1,0.35,Y,4,Female,Widowed,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Part-time,36,0.35,871.4907127898085,0.4226242260658174,9,0.2609152357207834,0
CUST_00079,22.0,12000,OWN,6.0,DEBTCONSOLIDATION,A,4750,7.14,1,0.4,N,2,Female,Single,PhD,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.3958333333333333,2949.986911158598,0.6416655759298832,5,0.2960264283148935,1
CUST_00080,24.0,83004,RENT,0.0,VENTURE,D,28000,15.99,1,0.34,Y,4,Female,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Self-employed,36,0.3373331405715387,8806.578367694567,0.4434313812309595,9,0.7302734623971533,1
CUST_00081,24.0,250000,RENT,2.0,EDUCATION,C,18000,12.98,0,0.07,Y,3,Female,Married,Bachelor,USA,California,San Francisco,37.7749,-122.4194,Unemployed,12,0.072,63732.3477714375,0.32692939108575,10,0.1796535887074035,0
CUST_00082,26.0,250000,RENT,4.0,VENTURE,C,4800,13.57,0,0.02,N,3,Male,Married,High School,USA,New York,New York City,40.7128,-74.006,Full-time,24,0.0192,38659.41351008166,0.1738376540403266,4,0.0807666465901021,0
CUST_00083,25.0,100000,RENT,5.0,DEBTCONSOLIDATION,B,28000,12.69,0,0.28,N,3,Female,Single,PhD,USA,New York,New York City,40.7128,-74.006,Self-employed,60,0.28,24412.27049930345,0.5241227049930344,2,0.5691222592268214,1
CUST_00084,26.0,110000,RENT,10.0,EDUCATION,A,28000,8.9,0,0.25,N,2,Female,Single,Bachelor,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.2545454545454545,12920.32206573312,0.3720029278703011,6,0.7026390785172123,0
CUST_00085,26.0,12000,OWN,0.0,DEBTCONSOLIDATION,A,2700,7.49,1,0.23,N,4,Female,Single,High School,UK,England,London,51.5074,-0.1278,Full-time,36,0.225,1439.148392758729,0.3449290327298941,15,0.853664449148397,0
CUST_00086,22.0,108000,RENT,6.0,EDUCATION,B,28000,10.99,1,0.26,N,4,Female,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Unemployed,36,0.2592592592592592,17926.54129290209,0.4252457527120564,2,0.8074007617867144,0
CUST_00087,23.0,151200,RENT,7.0,DEBTCONSOLIDATION,B,28000,11.11,0,0.19,N,2,Female,Married,PhD,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,36,0.1851851851851851,27882.67861074562,0.3695944352562541,11,0.9329624300835828,2
CUST_00088,24.0,69000,RENT,2.0,HOMEIMPROVEMENT,A,27600,7.49,1,0.4,N,2,Female,Single,Master,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.4,4108.318701707834,0.4595408507493889,8,0.0965457861906565,1
CUST_00089,21.0,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,Y,3,Male,Single,Master,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,24,0.2708333333333333,2049.713817808596,0.4416428181507163,6,0.2654351196488413,0
CUST_00090,22.0,70000,RENT,4.0,EDUCATION,C,27500,13.06,1,0.39,Y,3,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Unemployed,60,0.3928571428571428,7489.14619566408,0.4998449456523439,11,0.1886409341956653,0
CUST_00091,22.0,240000,OWN,6.0,PERSONAL,B,25000,10.99,0,0.1,N,2,Female,Married,Bachelor,USA,New York,New York City,40.7128,-74.006,Unemployed,60,0.1041666666666666,48599.43535062167,0.3066643139609236,11,0.5279021525764459,0
CUST_00092,26.0,73200,RENT,5.0,VENTURE,D,27050,15.62,1,0.37,Y,2,Female,Divorced,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,24,0.369535519125683,7989.885746048306,0.4786869637438293,9,0.8553557290997046,1
CUST_00093,24.0,83000,RENT,5.0,PERSONAL,C,27000,13.49,1,0.33,Y,2,Female,Married,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,36,0.3253012048192771,11528.96099791938,0.4642043493725227,13,0.2207607407212636,0
CUST_00094,24.0,73399,RENT,0.0,VENTURE,D,27000,15.31,1,0.37,N,3,Female,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.3678524230575348,18180.56447530995,0.6155474117537016,1,0.6938220798416498,0
CUST_00095,23.0,62500,RENT,7.0,MEDICAL,B,26000,11.71,1,0.42,N,2,Male,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Self-employed,60,0.416,17684.97954304622,0.6989596726887395,3,0.8411835155969659,2
CUST_00096,23.0,120000,RENT,1.0,EDUCATION,B,25600,12.69,0,0.21,N,3,Male,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.2133333333333333,16313.43483868727,0.3492786236557272,3,0.5912176700723407,0
CUST_00097,24.0,12360,OWN,2.0,MEDICAL,C,1600,13.57,0,0.13,N,3,Male,Single,Bachelor,UK,England,London,51.5074,-0.1278,Full-time,60,0.1294498381877022,923.472888432818,0.2041644731741762,10,0.6658414999239715,0
CUST_00098,22.0,60000,RENT,0.0,VENTURE,B,25475,10.99,1,0.42,N,3,Female,Single,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.4245833333333333,4281.544635413055,0.4959424105902176,10,0.622104950789043,1
CUST_00099,25.0,234000,MORTGAGE,3.0,MEDICAL,C,20000,14.27,0,0.09,Y,4,Male,Widowed,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.0854700854700854,21441.53218617057,0.1771005648981648,6,0.2747476701741888,0
CUST_00100,24.0,234000,OWN,8.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.09,N,4,Male,Single,PhD,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,60,0.0854700854700854,56080.33387434638,0.3251296319416512,6,0.468948258404685,0
CUST_00101,26.0,234000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,21600,12.18,0,0.09,N,3,Female,Widowed,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Unemployed,60,0.0923076923076923,69031.67696404536,0.3873148588207066,15,0.3326564424923993,0
CUST_00102,25.0,221004,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11900,14.42,1,0.05,Y,3,Male,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,12,0.0538451792727733,62965.50137479561,0.3387517935186495,7,0.7681848638256338,3
CUST_00103,26.0,232500,MORTGAGE,0.0,MEDICAL,C,25000,14.17,0,0.11,Y,2,Female,Married,High School,USA,New York,New York City,40.7128,-74.006,Full-time,24,0.1075268817204301,68888.55331515668,0.4038217346888459,13,0.0905189047018522,2
CUST_00104,25.0,230000,MORTGAGE,5.0,MEDICAL,C,35000,13.99,0,0.15,N,4,Male,Married,Master,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.1521739130434782,18829.75144523254,0.2340423975879675,7,0.2074786045616455,1
CUST_00105,23.0,83000,RENT,7.0,EDUCATION,B,25300,10.99,1,0.3,N,3,Male,Married,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.3048192771084337,11290.76696743723,0.4408526140655088,6,0.7039878090142934,0
